"Regione","Regione_Cod","Provincia","Provincia_Cod","Comune_Cod","Comune","Cognome","Nome","Voti"
"PUGLIA",16,"BARI","BARI",330,"PALO DEL COLLE","MANGANO","SABINO",8
"PUGLIA",16,"BARI","BARI",331,"POGGIORSINI","LOBUONO","LUIGI",419
"PUGLIA",16,"BARI","BARI",331,"POGGIORSINI","DECARO","ANTONIO",272
"PUGLIA",16,"BARI","BARI",331,"POGGIORSINI","DONNO","ADA",1
"PUGLIA",16,"BARI","BARI",331,"POGGIORSINI","MANGANO","SABINO",0
"PUGLIA",16,"BARI","BARI",340,"POLIGNANO A MARE","DECARO","ANTONIO",5213
"PUGLIA",16,"BARI","BARI",340,"POLIGNANO A MARE","LOBUONO","LUIGI",1785
"PUGLIA",16,"BARI","BARI",340,"POLIGNANO A MARE","DONNO","ADA",43
"PUGLIA",16,"BARI","BARI",340,"POLIGNANO A MARE","MANGANO","SABINO",15
"PUGLIA",16,"BARI","BARI",350,"PUTIGNANO","DECARO","ANTONIO",8246
"PUGLIA",16,"BARI","BARI",350,"PUTIGNANO","LOBUONO","LUIGI",3251
"PUGLIA",16,"BARI","BARI",350,"PUTIGNANO","DONNO","ADA",60
"PUGLIA",16,"BARI","BARI",350,"PUTIGNANO","MANGANO","SABINO",20
"PUGLIA",16,"BARI","BARI",360,"RUTIGLIANO","DECARO","ANTONIO",5015
"PUGLIA",16,"BARI","BARI",360,"RUTIGLIANO","LOBUONO","LUIGI",1534
"PUGLIA",16,"BARI","BARI",360,"RUTIGLIANO","DONNO","ADA",34
"PUGLIA",16,"BARI","BARI",360,"RUTIGLIANO","MANGANO","SABINO",7
"PUGLIA",16,"BARI","BARI",370,"RUVO DI PUGLIA","DECARO","ANTONIO",5643
"PUGLIA",16,"BARI","BARI",370,"RUVO DI PUGLIA","LOBUONO","LUIGI",3847
"PUGLIA",16,"BARI","BARI",370,"RUVO DI PUGLIA","DONNO","ADA",59
"PUGLIA",16,"BARI","BARI",370,"RUVO DI PUGLIA","MANGANO","SABINO",11
"PUGLIA",16,"BARI","BARI",380,"SAMMICHELE DI BARI","DECARO","ANTONIO",2238
"PUGLIA",16,"BARI","BARI",380,"SAMMICHELE DI BARI","LOBUONO","LUIGI",562
"PUGLIA",16,"BARI","BARI",380,"SAMMICHELE DI BARI","DONNO","ADA",4
"PUGLIA",16,"BARI","BARI",380,"SAMMICHELE DI BARI","MANGANO","SABINO",2
"PUGLIA",16,"BARI","BARI",390,"SANNICANDRO DI BARI","DECARO","ANTONIO",2403
"PUGLIA",16,"BARI","BARI",390,"SANNICANDRO DI BARI","LOBUONO","LUIGI",1705
"PUGLIA",16,"BARI","BARI",390,"SANNICANDRO DI BARI","DONNO","ADA",17
"PUGLIA",16,"BARI","BARI",390,"SANNICANDRO DI BARI","MANGANO","SABINO",6
"PUGLIA",16,"BARI","BARI",400,"SANTERAMO IN COLLE","DECARO","ANTONIO",8079
"PUGLIA",16,"BARI","BARI",400,"SANTERAMO IN COLLE","LOBUONO","LUIGI",2667
"PUGLIA",16,"BARI","BARI",400,"SANTERAMO IN COLLE","DONNO","ADA",61
"PUGLIA",16,"BARI","BARI",400,"SANTERAMO IN COLLE","MANGANO","SABINO",18
"PUGLIA",16,"BARI","BARI",420,"TERLIZZI","DECARO","ANTONIO",7358
"PUGLIA",16,"BARI","BARI",420,"TERLIZZI","LOBUONO","LUIGI",2710
"PUGLIA",16,"BARI","BARI",420,"TERLIZZI","DONNO","ADA",78
"PUGLIA",16,"BARI","BARI",420,"TERLIZZI","MANGANO","SABINO",10
"PUGLIA",16,"BARI","BARI",430,"TORITTO","DECARO","ANTONIO",1727
"PUGLIA",16,"BARI","BARI",430,"TORITTO","LOBUONO","LUIGI",1215
"PUGLIA",16,"BARI","BARI",430,"TORITTO","DONNO","ADA",15
"PUGLIA",16,"BARI","BARI",430,"TORITTO","MANGANO","SABINO",4
"PUGLIA",16,"BARI","BARI",450,"TRIGGIANO","DECARO","ANTONIO",6390
"PUGLIA",16,"BARI","BARI",450,"TRIGGIANO","LOBUONO","LUIGI",2563
"PUGLIA",16,"BARI","BARI",450,"TRIGGIANO","DONNO","ADA",57
"PUGLIA",16,"BARI","BARI",450,"TRIGGIANO","MANGANO","SABINO",21
"PUGLIA",16,"BARI","BARI",460,"TURI","DECARO","ANTONIO",3159
"PUGLIA",16,"BARI","BARI",460,"TURI","LOBUONO","LUIGI",1712
"PUGLIA",16,"BARI","BARI",460,"TURI","DONNO","ADA",18
"PUGLIA",16,"BARI","BARI",460,"TURI","MANGANO","SABINO",8
"PUGLIA",16,"BARI","BARI",470,"VALENZANO","DECARO","ANTONIO",4583
"PUGLIA",16,"BARI","BARI",470,"VALENZANO","LOBUONO","LUIGI",2245
"PUGLIA",16,"BARI","BARI",470,"VALENZANO","DONNO","ADA",49
"PUGLIA",16,"BARI","BARI",470,"VALENZANO","MANGANO","SABINO",12
"PUGLIA",16,"BRINDISI","BRINDISI",10,"BRINDISI","DECARO","ANTONIO",18204
"PUGLIA",16,"BRINDISI","BRINDISI",10,"BRINDISI","LOBUONO","LUIGI",9672
"PUGLIA",16,"BRINDISI","BRINDISI",10,"BRINDISI","DONNO","ADA",177
"PUGLIA",16,"BRINDISI","BRINDISI",10,"BRINDISI","MANGANO","SABINO",48
"PUGLIA",16,"BRINDISI","BRINDISI",20,"CAROVIGNO","DECARO","ANTONIO",5526
"PUGLIA",16,"BRINDISI","BRINDISI",20,"CAROVIGNO","LOBUONO","LUIGI",1898
"PUGLIA",16,"BRINDISI","BRINDISI",20,"CAROVIGNO","DONNO","ADA",27
"PUGLIA",16,"BRINDISI","BRINDISI",20,"CAROVIGNO","MANGANO","SABINO",13
"PUGLIA",16,"BRINDISI","BRINDISI",30,"CEGLIE MESSAPICA","LOBUONO","LUIGI",3822
"PUGLIA",16,"BRINDISI","BRINDISI",30,"CEGLIE MESSAPICA","DECARO","ANTONIO",2992
"PUGLIA",16,"BRINDISI","BRINDISI",30,"CEGLIE MESSAPICA","DONNO","ADA",39
"PUGLIA",16,"BRINDISI","BRINDISI",30,"CEGLIE MESSAPICA","MANGANO","SABINO",13
"PUGLIA",16,"BRINDISI","BRINDISI",40,"CELLINO SAN MARCO","DECARO","ANTONIO",1205
"PUGLIA",16,"BRINDISI","BRINDISI",40,"CELLINO SAN MARCO","LOBUONO","LUIGI",735
"PUGLIA",16,"BRINDISI","BRINDISI",40,"CELLINO SAN MARCO","DONNO","ADA",12
"PUGLIA",16,"BRINDISI","BRINDISI",40,"CELLINO SAN MARCO","MANGANO","SABINO",8
"PUGLIA",16,"BRINDISI","BRINDISI",50,"CISTERNINO","DECARO","ANTONIO",2915
"PUGLIA",16,"BRINDISI","BRINDISI",50,"CISTERNINO","LOBUONO","LUIGI",1737
"PUGLIA",16,"BRINDISI","BRINDISI",50,"CISTERNINO","DONNO","ADA",55
"PUGLIA",16,"BRINDISI","BRINDISI",50,"CISTERNINO","MANGANO","SABINO",10
"PUGLIA",16,"BRINDISI","BRINDISI",60,"ERCHIE","LOBUONO","LUIGI",1726
"PUGLIA",16,"BRINDISI","BRINDISI",60,"ERCHIE","DECARO","ANTONIO",1485
"PUGLIA",16,"BRINDISI","BRINDISI",60,"ERCHIE","DONNO","ADA",20
"PUGLIA",16,"BRINDISI","BRINDISI",60,"ERCHIE","MANGANO","SABINO",9
"PUGLIA",16,"BRINDISI","BRINDISI",70,"FASANO","DECARO","ANTONIO",9577
"PUGLIA",16,"BRINDISI","BRINDISI",70,"FASANO","LOBUONO","LUIGI",4358
"PUGLIA",16,"BRINDISI","BRINDISI",70,"FASANO","DONNO","ADA",70
"PUGLIA",16,"BRINDISI","BRINDISI",70,"FASANO","MANGANO","SABINO",29
"PUGLIA",16,"BRINDISI","BRINDISI",80,"FRANCAVILLA FONTANA","DECARO","ANTONIO",7075
"PUGLIA",16,"BRINDISI","BRINDISI",80,"FRANCAVILLA FONTANA","LOBUONO","LUIGI",4174
"PUGLIA",16,"BRINDISI","BRINDISI",80,"FRANCAVILLA FONTANA","DONNO","ADA",70
"PUGLIA",16,"BRINDISI","BRINDISI",80,"FRANCAVILLA FONTANA","MANGANO","SABINO",21
"PUGLIA",16,"BRINDISI","BRINDISI",90,"LATIANO","DECARO","ANTONIO",3599
"PUGLIA",16,"BRINDISI","BRINDISI",90,"LATIANO","LOBUONO","LUIGI",1080
"PUGLIA",16,"BRINDISI","BRINDISI",90,"LATIANO","DONNO","ADA",69
"PUGLIA",16,"BRINDISI","BRINDISI",90,"LATIANO","MANGANO","SABINO",5
"PUGLIA",16,"BRINDISI","BRINDISI",100,"MESAGNE","DECARO","ANTONIO",9605
"PUGLIA",16,"BRINDISI","BRINDISI",100,"MESAGNE","LOBUONO","LUIGI",1320
"PUGLIA",16,"BRINDISI","BRINDISI",100,"MESAGNE","DONNO","ADA",99
"PUGLIA",16,"BRINDISI","BRINDISI",100,"MESAGNE","MANGANO","SABINO",17
"PUGLIA",16,"BRINDISI","BRINDISI",110,"ORIA","DECARO","ANTONIO",2799
"PUGLIA",16,"BRINDISI","BRINDISI",110,"ORIA","LOBUONO","LUIGI",2666
"PUGLIA",16,"BRINDISI","BRINDISI",110,"ORIA","DONNO","ADA",20
"PUGLIA",16,"BRINDISI","BRINDISI",110,"ORIA","MANGANO","SABINO",8
"PUGLIA",16,"BRINDISI","BRINDISI",120,"OSTUNI","DECARO","ANTONIO",9267
"PUGLIA",16,"BRINDISI","BRINDISI",120,"OSTUNI","LOBUONO","LUIGI",3529
"PUGLIA",16,"BRINDISI","BRINDISI",120,"OSTUNI","DONNO","ADA",115
"PUGLIA",16,"BRINDISI","BRINDISI",120,"OSTUNI","MANGANO","SABINO",23
"PUGLIA",16,"BRINDISI","BRINDISI",130,"SAN DONACI","DECARO","ANTONIO",1811
"PUGLIA",16,"BRINDISI","BRINDISI",130,"SAN DONACI","LOBUONO","LUIGI",901
"PUGLIA",16,"BRINDISI","BRINDISI",130,"SAN DONACI","DONNO","ADA",25
"PUGLIA",16,"BRINDISI","BRINDISI",130,"SAN DONACI","MANGANO","SABINO",1
"PUGLIA",16,"BRINDISI","BRINDISI",140,"SAN MICHELE SALENTINO","DECARO","ANTONIO",1291
"PUGLIA",16,"BRINDISI","BRINDISI",140,"SAN MICHELE SALENTINO","LOBUONO","LUIGI",1007
"PUGLIA",16,"BRINDISI","BRINDISI",140,"SAN MICHELE SALENTINO","DONNO","ADA",47
"PUGLIA",16,"BRINDISI","BRINDISI",140,"SAN MICHELE SALENTINO","MANGANO","SABINO",5
"PUGLIA",16,"BRINDISI","BRINDISI",150,"SAN PANCRAZIO SALENTINO","DECARO","ANTONIO",3049
"PUGLIA",16,"BRINDISI","BRINDISI",150,"SAN PANCRAZIO SALENTINO","LOBUONO","LUIGI",815
"PUGLIA",16,"BRINDISI","BRINDISI",150,"SAN PANCRAZIO SALENTINO","DONNO","ADA",22
"PUGLIA",16,"BRINDISI","BRINDISI",150,"SAN PANCRAZIO SALENTINO","MANGANO","SABINO",4
"PUGLIA",16,"BRINDISI","BRINDISI",160,"SAN PIETRO VERNOTICO","DECARO","ANTONIO",2434
"PUGLIA",16,"BRINDISI","BRINDISI",160,"SAN PIETRO VERNOTICO","LOBUONO","LUIGI",2076
"PUGLIA",16,"BRINDISI","BRINDISI",160,"SAN PIETRO VERNOTICO","DONNO","ADA",20
"PUGLIA",16,"BRINDISI","BRINDISI",160,"SAN PIETRO VERNOTICO","MANGANO","SABINO",13
"PUGLIA",16,"BRINDISI","BRINDISI",170,"SAN VITO DEI NORMANNI","DECARO","ANTONIO",3515
"PUGLIA",16,"BRINDISI","BRINDISI",170,"SAN VITO DEI NORMANNI","LOBUONO","LUIGI",2710
"PUGLIA",16,"BRINDISI","BRINDISI",170,"SAN VITO DEI NORMANNI","DONNO","ADA",47
"PUGLIA",16,"BRINDISI","BRINDISI",170,"SAN VITO DEI NORMANNI","MANGANO","SABINO",13
"PUGLIA",16,"BRINDISI","BRINDISI",180,"TORCHIAROLO","DECARO","ANTONIO",1154
"PUGLIA",16,"BRINDISI","BRINDISI",180,"TORCHIAROLO","LOBUONO","LUIGI",566
"PUGLIA",16,"BRINDISI","BRINDISI",180,"TORCHIAROLO","DONNO","ADA",11
"PUGLIA",16,"BRINDISI","BRINDISI",180,"TORCHIAROLO","MANGANO","SABINO",4
"PUGLIA",16,"BRINDISI","BRINDISI",190,"TORRE SANTA SUSANNA","DECARO","ANTONIO",2268
"PUGLIA",16,"BRINDISI","BRINDISI",190,"TORRE SANTA SUSANNA","LOBUONO","LUIGI",1306
"PUGLIA",16,"BRINDISI","BRINDISI",190,"TORRE SANTA SUSANNA","DONNO","ADA",30
"PUGLIA",16,"BRINDISI","BRINDISI",190,"TORRE SANTA SUSANNA","MANGANO","SABINO",9
"PUGLIA",16,"BRINDISI","BRINDISI",200,"VILLA CASTELLI","DECARO","ANTONIO",2863
"PUGLIA",16,"BRINDISI","BRINDISI",200,"VILLA CASTELLI","LOBUONO","LUIGI",762
"PUGLIA",16,"BRINDISI","BRINDISI",200,"VILLA CASTELLI","DONNO","ADA",15
"PUGLIA",16,"BRINDISI","BRINDISI",200,"VILLA CASTELLI","MANGANO","SABINO",3
"PUGLIA",16,"FOGGIA","FOGGIA",10,"ACCADIA","DECARO","ANTONIO",813
"PUGLIA",16,"FOGGIA","FOGGIA",10,"ACCADIA","LOBUONO","LUIGI",120
"PUGLIA",16,"FOGGIA","FOGGIA",10,"ACCADIA","DONNO","ADA",5
"PUGLIA",16,"FOGGIA","FOGGIA",10,"ACCADIA","MANGANO","SABINO",4
"PUGLIA",16,"FOGGIA","FOGGIA",20,"ALBERONA","DECARO","ANTONIO",189
"PUGLIA",16,"FOGGIA","FOGGIA",20,"ALBERONA","LOBUONO","LUIGI",110
"PUGLIA",16,"FOGGIA","FOGGIA",20,"ALBERONA","DONNO","ADA",4
"PUGLIA",16,"FOGGIA","FOGGIA",20,"ALBERONA","MANGANO","SABINO",0
"PUGLIA",16,"FOGGIA","FOGGIA",30,"ANZANO DI PUGLIA","DECARO","ANTONIO",359
"PUGLIA",16,"FOGGIA","FOGGIA",30,"ANZANO DI PUGLIA","LOBUONO","LUIGI",120
"PUGLIA",16,"FOGGIA","FOGGIA",30,"ANZANO DI PUGLIA","DONNO","ADA",1
"PUGLIA",16,"FOGGIA","FOGGIA",30,"ANZANO DI PUGLIA","MANGANO","SABINO",0
"PUGLIA",16,"FOGGIA","FOGGIA",40,"APRICENA","LOBUONO","LUIGI",2785
"PUGLIA",16,"FOGGIA","FOGGIA",40,"APRICENA","DECARO","ANTONIO",2527
"PUGLIA",16,"FOGGIA","FOGGIA",40,"APRICENA","DONNO","ADA",12
"PUGLIA",16,"FOGGIA","FOGGIA",40,"APRICENA","MANGANO","SABINO",10
"PUGLIA",16,"FOGGIA","FOGGIA",50,"ASCOLI SATRIANO","LOBUONO","LUIGI",910
"PUGLIA",16,"FOGGIA","FOGGIA",50,"ASCOLI SATRIANO","DECARO","ANTONIO",865
"PUGLIA",16,"FOGGIA","FOGGIA",50,"ASCOLI SATRIANO","MANGANO","SABINO",5
"PUGLIA",16,"FOGGIA","FOGGIA",50,"ASCOLI SATRIANO","DONNO","ADA",3
"PUGLIA",16,"FOGGIA","FOGGIA",60,"BICCARI","DECARO","ANTONIO",734
"PUGLIA",16,"FOGGIA","FOGGIA",60,"BICCARI","LOBUONO","LUIGI",228
"PUGLIA",16,"FOGGIA","FOGGIA",60,"BICCARI","DONNO","ADA",4
"PUGLIA",16,"FOGGIA","FOGGIA",60,"BICCARI","MANGANO","SABINO",4
"PUGLIA",16,"FOGGIA","FOGGIA",70,"BOVINO","DECARO","ANTONIO",673
"PUGLIA",16,"FOGGIA","FOGGIA",70,"BOVINO","LOBUONO","LUIGI",412
"PUGLIA",16,"FOGGIA","FOGGIA",70,"BOVINO","DONNO","ADA",6
"PUGLIA",16,"FOGGIA","FOGGIA",70,"BOVINO","MANGANO","SABINO",1
"PUGLIA",16,"FOGGIA","FOGGIA",80,"CAGNANO VARANO","DECARO","ANTONIO",1589
"PUGLIA",16,"FOGGIA","FOGGIA",80,"CAGNANO VARANO","LOBUONO","LUIGI",625
"PUGLIA",16,"FOGGIA","FOGGIA",80,"CAGNANO VARANO","DONNO","ADA",11
"PUGLIA",16,"FOGGIA","FOGGIA",80,"CAGNANO VARANO","MANGANO","SABINO",5
"PUGLIA",16,"FOGGIA","FOGGIA",90,"CANDELA","LOBUONO","LUIGI",1076
"PUGLIA",16,"FOGGIA","FOGGIA",90,"CANDELA","DECARO","ANTONIO",301
"PUGLIA",16,"FOGGIA","FOGGIA",90,"CANDELA","DONNO","ADA",8
"PUGLIA",16,"FOGGIA","FOGGIA",90,"CANDELA","MANGANO","SABINO",4
"PUGLIA",16,"FOGGIA","FOGGIA",91,"CARAPELLE","DECARO","ANTONIO",1099
"PUGLIA",16,"FOGGIA","FOGGIA",91,"CARAPELLE","LOBUONO","LUIGI",704
"PUGLIA",16,"FOGGIA","FOGGIA",91,"CARAPELLE","DONNO","ADA",5
"PUGLIA",16,"FOGGIA","FOGGIA",91,"CARAPELLE","MANGANO","SABINO",1
"PUGLIA",16,"FOGGIA","FOGGIA",100,"CARLANTINO","DECARO","ANTONIO",269
"PUGLIA",16,"FOGGIA","FOGGIA",100,"CARLANTINO","LOBUONO","LUIGI",59
"PUGLIA",16,"FOGGIA","FOGGIA",100,"CARLANTINO","MANGANO","SABINO",1
"PUGLIA",16,"FOGGIA","FOGGIA",100,"CARLANTINO","DONNO","ADA",0
"PUGLIA",16,"FOGGIA","FOGGIA",110,"CARPINO","DECARO","ANTONIO",1121
"PUGLIA",16,"FOGGIA","FOGGIA",110,"CARPINO","LOBUONO","LUIGI",385
"PUGLIA",16,"FOGGIA","FOGGIA",110,"CARPINO","DONNO","ADA",6
"PUGLIA",16,"FOGGIA","FOGGIA",110,"CARPINO","MANGANO","SABINO",3
"PUGLIA",16,"FOGGIA","FOGGIA",120,"CASALNUOVO MONTEROTARO","DECARO","ANTONIO",356
"PUGLIA",16,"FOGGIA","FOGGIA",120,"CASALNUOVO MONTEROTARO","LOBUONO","LUIGI",131
"PUGLIA",16,"FOGGIA","FOGGIA",120,"CASALNUOVO MONTEROTARO","DONNO","ADA",2
"PUGLIA",16,"FOGGIA","FOGGIA",120,"CASALNUOVO MONTEROTARO","MANGANO","SABINO",2
"PUGLIA",16,"FOGGIA","FOGGIA",130,"CASALVECCHIO DI PUGLIA","DECARO","ANTONIO",438
"PUGLIA",16,"FOGGIA","FOGGIA",130,"CASALVECCHIO DI PUGLIA","LOBUONO","LUIGI",115
"PUGLIA",16,"FOGGIA","FOGGIA",130,"CASALVECCHIO DI PUGLIA","DONNO","ADA",2
"PUGLIA",16,"FOGGIA","FOGGIA",130,"CASALVECCHIO DI PUGLIA","MANGANO","SABINO",1
"PUGLIA",16,"FOGGIA","FOGGIA",140,"CASTELLUCCIO DEI SAURI","LOBUONO","LUIGI",357
"PUGLIA",16,"FOGGIA","FOGGIA",140,"CASTELLUCCIO DEI SAURI","DECARO","ANTONIO",337
"PUGLIA",16,"FOGGIA","FOGGIA",140,"CASTELLUCCIO DEI SAURI","DONNO","ADA",4
"PUGLIA",16,"FOGGIA","FOGGIA",140,"CASTELLUCCIO DEI SAURI","MANGANO","SABINO",3
"PUGLIA",16,"FOGGIA","FOGGIA",150,"CASTELLUCCIO VALMAGGIORE","DECARO","ANTONIO",341
"PUGLIA",16,"FOGGIA","FOGGIA",150,"CASTELLUCCIO VALMAGGIORE","LOBUONO","LUIGI",170
"PUGLIA",16,"FOGGIA","FOGGIA",150,"CASTELLUCCIO VALMAGGIORE","DONNO","ADA",4
"PUGLIA",16,"FOGGIA","FOGGIA",150,"CASTELLUCCIO VALMAGGIORE","MANGANO","SABINO",0
"PUGLIA",16,"FOGGIA","FOGGIA",160,"CASTELNUOVO DELLA DAUNIA","DECARO","ANTONIO",383
"PUGLIA",16,"FOGGIA","FOGGIA",160,"CASTELNUOVO DELLA DAUNIA","LOBUONO","LUIGI",116
"PUGLIA",16,"FOGGIA","FOGGIA",160,"CASTELNUOVO DELLA DAUNIA","DONNO","ADA",3
"PUGLIA",16,"FOGGIA","FOGGIA",160,"CASTELNUOVO DELLA DAUNIA","MANGANO","SABINO",1
"PUGLIA",16,"FOGGIA","FOGGIA",170,"CELENZA VALFORTORE","LOBUONO","LUIGI",369
"PUGLIA",16,"FOGGIA","FOGGIA",170,"CELENZA VALFORTORE","DECARO","ANTONIO",222
"PUGLIA",16,"FOGGIA","FOGGIA",170,"CELENZA VALFORTORE","DONNO","ADA",2
"PUGLIA",16,"FOGGIA","FOGGIA",170,"CELENZA VALFORTORE","MANGANO","SABINO",2
"PUGLIA",16,"FOGGIA","FOGGIA",180,"CELLE DI SAN VITO","DECARO","ANTONIO",71
"PUGLIA",16,"FOGGIA","FOGGIA",180,"CELLE DI SAN VITO","LOBUONO","LUIGI",13
"PUGLIA",16,"FOGGIA","FOGGIA",180,"CELLE DI SAN VITO","DONNO","ADA",1
"PUGLIA",16,"FOGGIA","FOGGIA",180,"CELLE DI SAN VITO","MANGANO","SABINO",0
"PUGLIA",16,"FOGGIA","FOGGIA",190,"CERIGNOLA","DECARO","ANTONIO",8409
"PUGLIA",16,"FOGGIA","FOGGIA",190,"CERIGNOLA","LOBUONO","LUIGI",6146
"PUGLIA",16,"FOGGIA","FOGGIA",190,"CERIGNOLA","DONNO","ADA",51
"PUGLIA",16,"FOGGIA","FOGGIA",190,"CERIGNOLA","MANGANO","SABINO",19
"PUGLIA",16,"FOGGIA","FOGGIA",200,"CHIEUTI","DECARO","ANTONIO",305
"PUGLIA",16,"FOGGIA","FOGGIA",200,"CHIEUTI","LOBUONO","LUIGI",172
"PUGLIA",16,"FOGGIA","FOGGIA",200,"CHIEUTI","DONNO","ADA",3
"PUGLIA",16,"FOGGIA","FOGGIA",200,"CHIEUTI","MANGANO","SABINO",0
"PUGLIA",16,"FOGGIA","FOGGIA",210,"DELICETO","DECARO","ANTONIO",1080
"PUGLIA",16,"FOGGIA","FOGGIA",210,"DELICETO","LOBUONO","LUIGI",535
"PUGLIA",16,"FOGGIA","FOGGIA",210,"DELICETO","DONNO","ADA",12
"PUGLIA",16,"FOGGIA","FOGGIA",210,"DELICETO","MANGANO","SABINO",0
"PUGLIA",16,"FOGGIA","FOGGIA",220,"FAETO","DECARO","ANTONIO",142
"PUGLIA",16,"FOGGIA","FOGGIA",220,"FAETO","LOBUONO","LUIGI",62
"PUGLIA",16,"FOGGIA","FOGGIA",220,"FAETO","MANGANO","SABINO",1
"PUGLIA",16,"FOGGIA","FOGGIA",220,"FAETO","DONNO","ADA",0
"PUGLIA",16,"FOGGIA","FOGGIA",230,"FOGGIA","DECARO","ANTONIO",32925
"PUGLIA",16,"FOGGIA","FOGGIA",230,"FOGGIA","LOBUONO","LUIGI",14055
"PUGLIA",16,"FOGGIA","FOGGIA",230,"FOGGIA","MANGANO","SABINO",256
"PUGLIA",16,"FOGGIA","FOGGIA",230,"FOGGIA","DONNO","ADA",235
"PUGLIA",16,"FOGGIA","FOGGIA",240,"ISCHITELLA","DECARO","ANTONIO",936
"PUGLIA",16,"FOGGIA","FOGGIA",240,"ISCHITELLA","LOBUONO","LUIGI",389
"PUGLIA",16,"FOGGIA","FOGGIA",240,"ISCHITELLA","DONNO","ADA",4
"PUGLIA",16,"FOGGIA","FOGGIA",240,"ISCHITELLA","MANGANO","SABINO",0
"PUGLIA",16,"FOGGIA","FOGGIA",250,"ISOLE TREMITI","DECARO","ANTONIO",68
"PUGLIA",16,"FOGGIA","FOGGIA",250,"ISOLE TREMITI","LOBUONO","LUIGI",50
"PUGLIA",16,"FOGGIA","FOGGIA",250,"ISOLE TREMITI","DONNO","ADA",0
"PUGLIA",16,"FOGGIA","FOGGIA",250,"ISOLE TREMITI","MANGANO","SABINO",0
"PUGLIA",16,"FOGGIA","FOGGIA",260,"LESINA","DECARO","ANTONIO",1078
"PUGLIA",16,"FOGGIA","FOGGIA",260,"LESINA","LOBUONO","LUIGI",744
"PUGLIA",16,"FOGGIA","FOGGIA",260,"LESINA","DONNO","ADA",5
"PUGLIA",16,"FOGGIA","FOGGIA",260,"LESINA","MANGANO","SABINO",3
"PUGLIA",16,"FOGGIA","FOGGIA",270,"LUCERA","DECARO","ANTONIO",8809
"PUGLIA",16,"FOGGIA","FOGGIA",270,"LUCERA","LOBUONO","LUIGI",2277
"PUGLIA",16,"FOGGIA","FOGGIA",270,"LUCERA","DONNO","ADA",41
"PUGLIA",16,"FOGGIA","FOGGIA",270,"LUCERA","MANGANO","SABINO",14
"PUGLIA",16,"FOGGIA","FOGGIA",280,"MANFREDONIA","DECARO","ANTONIO",12006
"PUGLIA",16,"FOGGIA","FOGGIA",280,"MANFREDONIA","LOBUONO","LUIGI",5429
"PUGLIA",16,"FOGGIA","FOGGIA",280,"MANFREDONIA","DONNO","ADA",79
"PUGLIA",16,"FOGGIA","FOGGIA",280,"MANFREDONIA","MANGANO","SABINO",29
"PUGLIA",16,"FOGGIA","FOGGIA",291,"MATTINATA","DECARO","ANTONIO",1345
"PUGLIA",16,"FOGGIA","FOGGIA",291,"MATTINATA","LOBUONO","LUIGI",994
"PUGLIA",16,"FOGGIA","FOGGIA",291,"MATTINATA","DONNO","ADA",13
"PUGLIA",16,"FOGGIA","FOGGIA",291,"MATTINATA","MANGANO","SABINO",0
"PUGLIA",16,"FOGGIA","FOGGIA",300,"MONTELEONE DI PUGLIA","DECARO","ANTONIO",390
"PUGLIA",16,"FOGGIA","FOGGIA",300,"MONTELEONE DI PUGLIA","LOBUONO","LUIGI",159
"PUGLIA",16,"FOGGIA","FOGGIA",300,"MONTELEONE DI PUGLIA","DONNO","ADA",5
"PUGLIA",16,"FOGGIA","FOGGIA",300,"MONTELEONE DI PUGLIA","MANGANO","SABINO",2
"PUGLIA",16,"FOGGIA","FOGGIA",310,"MONTE SANT'ANGELO","DECARO","ANTONIO",4143
"PUGLIA",16,"FOGGIA","FOGGIA",310,"MONTE SANT'ANGELO","LOBUONO","LUIGI",619
"PUGLIA",16,"FOGGIA","FOGGIA",310,"MONTE SANT'ANGELO","DONNO","ADA",7
"PUGLIA",16,"FOGGIA","FOGGIA",310,"MONTE SANT'ANGELO","MANGANO","SABINO",6
"PUGLIA",16,"FOGGIA","FOGGIA",320,"MOTTA MONTECORVINO","DECARO","ANTONIO",215
"PUGLIA",16,"FOGGIA","FOGGIA",320,"MOTTA MONTECORVINO","LOBUONO","LUIGI",64
"PUGLIA",16,"FOGGIA","FOGGIA",320,"MOTTA MONTECORVINO","DONNO","ADA",0
"PUGLIA",16,"FOGGIA","FOGGIA",320,"MOTTA MONTECORVINO","MANGANO","SABINO",0
"PUGLIA",16,"FOGGIA","FOGGIA",321,"ORDONA","DECARO","ANTONIO",453
"PUGLIA",16,"FOGGIA","FOGGIA",321,"ORDONA","LOBUONO","LUIGI",384
"PUGLIA",16,"FOGGIA","FOGGIA",321,"ORDONA","DONNO","ADA",4
"PUGLIA",16,"FOGGIA","FOGGIA",321,"ORDONA","MANGANO","SABINO",2
"PUGLIA",16,"FOGGIA","FOGGIA",330,"ORSARA DI PUGLIA","DECARO","ANTONIO",797
"PUGLIA",16,"FOGGIA","FOGGIA",330,"ORSARA DI PUGLIA","LOBUONO","LUIGI",281
"PUGLIA",16,"FOGGIA","FOGGIA",330,"ORSARA DI PUGLIA","DONNO","ADA",8
"PUGLIA",16,"FOGGIA","FOGGIA",330,"ORSARA DI PUGLIA","MANGANO","SABINO",1
"PUGLIA",16,"FOGGIA","FOGGIA",340,"ORTA NOVA","DECARO","ANTONIO",2955
