anno,classe_di_eta,tipologia_contrattuale,periodo_retribuito_dal_datore_di_lavoro,numero_lavoratori_con_almeno_una_giornata_retribuita_nell_anno,numero_settimane_retribuite_nell_anno,numero_settimane_utili_nell_anno,numero_giornate_retribuite_nell_anno,somma_retribuzioni_nell_anno
2024,60  - 64,Stagionale,Oltre 6 e meno di 12 mesi,14048,553679,483597,2863412,226800984
2024,60  - 64,Stagionale,Anno intero,327,17004,14285,100990,7232417
2024,60  - 64,Tempo determinato,Fino a 3 mesi,48574,479767,383413,1667414,117169189
2024,60  - 64,Tempo determinato,Oltre 3 e fino a 6 mesi,33936,924069,752380,4085963,292094018
2024,60  - 64,Tempo determinato,Oltre 6 e meno di 12 mesi,57482,2519831,2132065,13189101,1012416417
2024,60  - 64,Tempo determinato,Anno intero,18688,971770,836631,5788640,536685072
2024,60  - 64,Tempo indeterminato,Fino a 3 mesi,41824,483839,392879,1822952,222900448
2024,60  - 64,Tempo indeterminato,Oltre 3 e fino a 6 mesi,40938,1158935,923462,5079186,544647544
2024,60  - 64,Tempo indeterminato,Oltre 6 e meno di 12 mesi,218486,10585234,9063148,55605854,5398171248
2024,60  - 64,Tempo indeterminato,Anno intero,668955,34785598,31807938,208111938,26431128407
2024,65 ed oltre,Stagionale,Fino a 3 mesi,7579,72057,47867,244372,15493541
2024,65 ed oltre,Stagionale,Oltre 3 e fino a 6 mesi,6756,163684,119414,779819,50769747
2024,65 ed oltre,Stagionale,Oltre 6 e meno di 12 mesi,4729,184881,147598,952965,69417099
2024,65 ed oltre,Stagionale,Anno intero,107,5564,4056,33021,2315200
2024,65 ed oltre,Tempo determinato,Fino a 3 mesi,34110,340505,274906,1026156,72877836
2024,65 ed oltre,Tempo determinato,Oltre 3 e fino a 6 mesi,16423,469248,373067,1940430,140058443
2024,65 ed oltre,Tempo determinato,Oltre 6 e meno di 12 mesi,20000,876526,686590,4513539,342536371
2024,65 ed oltre,Tempo determinato,Anno intero,5974,310639,248104,1852676,215015799
2024,65 ed oltre,Tempo indeterminato,Fino a 3 mesi,27491,355981,262934,1135613,117790783
2024,65 ed oltre,Tempo indeterminato,Oltre 3 e fino a 6 mesi,24496,719606,518282,3003504,287115707
2024,65 ed oltre,Tempo indeterminato,Oltre 6 e meno di 12 mesi,69338,3234587,2469247,16923088,1459669504
2024,65 ed oltre,Tempo indeterminato,Anno intero,148137,7703075,6340524,46095625,4940527833
2024,Fino a 19,Stagionale,Fino a 3 mesi,65383,654018,444178,2749709,141933800
2024,Fino a 19,Stagionale,Oltre 3 e fino a 6 mesi,14523,314316,234617,1442383,78324145
2024,Fino a 19,Stagionale,Oltre 6 e meno di 12 mesi,2279,91428,74976,460572,27946814
2024,Fino a 19,Stagionale,Anno intero,71,3692,3074,21886,1376082
2024,Fino a 19,Tempo determinato,Fino a 3 mesi,153512,1466477,1087569,5004248,254958420
2024,Fino a 19,Tempo determinato,Oltre 3 e fino a 6 mesi,39489,1023141,767457,4352432,229784296
2024,Fino a 19,Tempo determinato,Oltre 6 e meno di 12 mesi,17735,754083,566319,3795278,204467089
2024,Fino a 19,Tempo determinato,Anno intero,2070,107637,86414,639082,46909969
2024,Fino a 19,Tempo indeterminato,Fino a 3 mesi,28126,307757,236675,1234246,57618483
2024,Fino a 19,Tempo indeterminato,Oltre 3 e fino a 6 mesi,22486,560906,450668,2606740,129509729
2024,Fino a 19,Tempo indeterminato,Oltre 6 e meno di 12 mesi,22530,1010143,816874,5208174,264600891
2024,Fino a 19,Tempo indeterminato,Anno intero,14006,728303,622421,4339374,234348726
